"city","latitude","longitude","REG","Libellé","Code","Taux_de_chomage","Taux_bacdeux","Taux_cadres_profs","Taux_activite","Densité","Taux_hlm","Taux_pauvreté","Salaire_mensuel","Densite_cat","LIBELLE","Nom_region","Groupe_region","log_salaire_pred","salaire_pred","residu","erreur_pct","erreur_euro"
"Abbeville",50.1083582944,1.83209170207,32,"Abbeville",3201,7.3,9.7,9.2,74.2,"61,6",12,16.5,2145,"Faible","Hauts-de-France","Hauts-de-France","Autres régions",7.71678137590153,2245.71980787333,-0.0458865445395159,-4.48496769366392,-100.71980787333
"Agen",44.2028139104,0.625583928763,75,"Agen",7501,6.6,12.3,13,76.8,"81,6",9.1,15.9,2323,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.7516421335624,2325.38787848387,-0.0010274007919938,-0.10268731964963,-2.38787848387256
"Aix-en-Provence",43.5360708378,5.39857444582,93,"Aix-en-Provence",9301,5.9,12.8,26.5,75.2,"216,3",10,11,2708,"Forte","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.95852251589812,2859.8444547908,-0.0545568818659545,-5.30953543772035,-151.844454790797
"Ajaccio",41.9347926638,8.70132275974,94,"Ajaccio",9401,5.3,11.2,12.5,76.7,"55,4",8.5,14.2,2414,"Faible","Corse","Corse","Corse",7.78277821387573,2398.93031254762,0.00626218778174749,0.628183627242462,15.0696874523805
"Albi",43.9258213622,2.14686328555,76,"Albi",7602,7.7,12.1,13.8,74.5,"74,5",7.2,15.4,2266,"Faible","Occitanie","Occitanie","Occitanie",7.7442019000707,2308.15065371448,-0.0184304584827474,-1.8261656208033,-42.1506537144805
"Alençon",48.4318193082,0.0915406916107,28,"Alençon",51,6.8,9.7,10.8,74.2,"52,7",14.7,15.2,2193,"Faible","Normandie","Normandie","Autres régions",7.74067967171584,2300.03512080491,-0.0476539232979506,-4.65362984402828,-107.035120804909
"Amiens",49.9009532186,2.29007445539,32,"Amiens",3202,8.7,10.9,15.6,72.3,"107,6",16.2,16.3,2418,"Intermédiaire","Hauts-de-France","Hauts-de-France","Autres régions",7.78834831285962,2412.32987564581,0.00234771831511772,0.235047636371477,5.67012435418837
"Ancenis",47.3833270209,-1.18241880879,NA,"Ancenis",5201,4.2,11.8,11.6,79.5,"85,6",8.3,8.6,2428,"Faible","Pays de la Loire","Pays de la Loire","Autres régions",7.75082840941095,2323.49642387117,0.0439947427684412,4.49768611886725,104.50357612883
"Angers",47.476837416,-0.556125995444,52,"Angers",5202,7,12.7,18.3,75.1,"205,9",20,12.2,2398,"Forte","Pays de la Loire","Pays de la Loire","Autres régions",7.81279182582369,2472.02226601267,-0.0304014902362372,-2.99440126532776,-74.0222660126674
"Angoulême",45.6472585146,0.14514490683,75,"Angoulême",7502,7.7,10.8,13.2,75.9,"67,5",9.8,15.4,2351,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.75367177251927,2330.11236919523,0.00892427602079463,0.89642160957164,20.8876308047679
"Annecy",45.8906432566,6.12551773598,NA,"Annecy",8401,4.8,13.7,18.5,80.8,"200,7",12,7.8,2647,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.88108730448037,2646.74881758292,9.48977467287245e-05,0.00949022496641305,0.251182417084692
"Annecy",45.8906432566,6.12551773598,84,"Annecy",8401,4.8,13.7,18.5,80.8,"200,7",12,7.8,2647,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.88108730448037,2646.74881758292,9.48977467287696e-05,0.00949022496641305,0.251182417084692
"Argentan",48.7321880919,-0.0132322590535,28,"Argentan",2801,6.9,8.6,10.3,73.6,"38,4",17.3,15.5,2226,"Très faible","Normandie","Normandie","Autres régions",7.72249571854699,2258.5893558247,-0.0145341867115046,-1.44290752724263,-32.5893558246953
"Arles",43.5468692378,4.66215642574,93,"Arles",52,9.8,11.1,13.1,71.7,"73,6",13.3,20.9,2329,"Faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.73794026127813,2293.74300286953,0.0152540086062043,1.53709448209152,35.2569971304679
"Arras",50.2898964997,2.76587316711,32,"Arras",3203,5.9,12.6,14.4,74.7,"127,7",15.5,13.7,2344,"Intermédiaire","Hauts-de-France","Hauts-de-France","Autres régions",7.78740416305214,2410.05334971803,-0.0277900123552449,-2.74074222156766,-66.0533497180277
"Aubenas",44.6102127084,4.39638981424,84,"Aubenas",8402,9.4,11.5,11.1,74.8,"48,1",7.5,17.2,2154,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.70976863994585,2230.02625950108,-0.0346867822295232,-3.40920915963061,-76.0262595010786
"Auch",43.6534300414,0.575190250459,76,"Auch",7604,5.7,11.1,11.7,75.9,"29,2",5.9,16,2159,"Très faible","Occitanie","Occitanie","Occitanie",7.71387736107601,2239.2076645143,-0.0364769305612059,-3.58196632609749,-80.2076645142961
"Auray",47.6677057368,-2.99041112225,53,"Auray",5301,5.9,13.2,11.9,75.7,"159,3",7,9.7,2177,"Intermédiaire","Bretagne","Bretagne","Bretagne",7.7296509056053,2274.80793945862,-0.0439478443707578,-4.29961306895631,-97.8079394586184
"Aurillac",44.9245233686,2.44162453828,84,"Aurillac",8403,4.5,11,10.6,75.9,"40",9.4,12.8,2193,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.71917220989895,2251.09537462194,-0.0261464614810663,-2.5807602501824,-58.0953746219375
"Autun",46.945536773,4.31060069532,27,"Autun",2701,7.1,8.9,10,75.3,"26,6",13.4,16.1,2146,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.7416760666114,2302.32800617885,-0.0703151434207622,-6.78999715762943,-156.328006178851
"Auxerre",47.793488225,3.58168281761,27,"Auxerre",2702,7.3,9.9,10.8,75.3,"48,2",12.2,14.9,2304,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.74162559755872,2302.21181279751,0.000776424257062517,0.0776725752403395,1.78818720248728
"Avallon",47.4824789933,3.91585953972,27,"Avallon",2703,6.4,8.4,8.7,72.2,"16,6",5.8,15.7,2160,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.68678024289374,2179.34628793435,-0.00891674221552985,-0.887710596588531,-19.3462879343519
"Avignon",43.9352448339,4.84071572505,93,"Avignon",53,10,11.6,16.2,74,"425,3",14.2,20.3,2440,"Forte","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.80914571368945,2463.02540737728,-0.00939239540220718,-0.934842462782404,-23.0254073772821
"Avranches",48.6884746717,-1.35732338245,28,"Avranches",2802,5,9.6,8.5,76.9,"58,4",8.8,12.5,2289,"Faible","Normandie","Normandie","Autres régions",7.71730145075707,2246.88805403937,0.0185688691954976,1.87423427192657,42.1119459606298
"Bagnols-sur-Cèze",44.1622496736,4.62477380854,76,"Bagnols-sur-Cèze",7605,8.5,12.8,17.1,73.5,"99,2",9.5,17.5,2744,"Intermédiaire","Occitanie","Occitanie","Occitanie",7.78925705591321,2414.52306003289,0.127914932932562,13.6456323578298,329.47693996711
"Bar-le-Duc",48.7642280465,5.16346492169,44,"Bar-le-Duc",4401,7.4,10.4,10.6,74.7,"31,5",13.9,14,2338,"Très faible","Grand Est","Grand Est","Autres régions",7.75499963298527,2333.20848844388,0.00205150904673676,0.205361483118915,4.79151155612499
"Bastia",42.6864768806,9.42502133338,94,"Bastia",9402,6.5,9.9,12.1,70.9,"94,7",10.8,19.6,2299,"Intermédiaire","Corse","Corse","Corse",7.75041860426038,2322.54443814699,-0.0101890794971983,-1.0137346679048,-23.5444381469906
"Bayonne",43.4922254016,-1.46607674358,75,"Bayonne",7503,5.8,13.1,14.9,77.1,"163,8",11.2,11.7,2347,"Forte","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.78417440378803,2402.2820141118,-0.0232812079370052,-2.30122915573824,-55.2820141117963
"Beaune",47.0255189366,4.83767985985,27,"Beaune",2704,4.3,11.8,11.9,79.6,"53,6",8.9,9.1,2477,"Faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.78798797818678,2411.46078614024,0.0268154513025773,2.71782208678009,65.5392138597604
"Beaune",47.0255189366,4.83767985985,NA,"Beaune",2704,4.3,11.8,11.9,79.6,"53,6",8.9,9.1,2477,"Faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.78798797818678,2411.46078614024,0.0268154513025773,2.71782208678009,65.5392138597604
"Beauvais",49.4365523321,2.08616123661,32,"Beauvais",54,7.7,10.7,13.1,75.5,"99,1",15.9,13.3,2433,"Intermédiaire","Hauts-de-France","Hauts-de-France","Autres régions",7.78768228432343,2410.72373003872,0.00919805846008542,0.924049059778609,22.2762699612827
"Belfort",47.6471539414,6.84541206237,27,"Belfort",2705,8.6,11.4,16.7,74.3,"149,1",15.8,15.4,2559,"Intermédiaire","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.81619129600038,2480.44013201761,0.0311805401594093,3.16717452553426,78.5598679823902
"Belley",45.7494697806,5.68412365526,84,"Belley",8404,5.4,11.2,12.3,76.7,"49,1",10.5,11.2,2376,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.74982900736894,2321.17547677338,0.0233446731135902,2.36192928002272,54.8245232266177
"Berck",50.4141574341,1.58229663833,32,"Berck",3204,6,10.4,9.5,73,"84,3",10.6,16,2236,"Faible","Hauts-de-France","Hauts-de-France","Autres régions",7.70400017946546,2217.19947212866,0.00844365480952971,0.847940300711314,18.8005278713376
"Bergerac",44.8543751872,0.486529423457,75,"Bergerac",7504,7.8,10.3,9.3,73.6,"55,3",5.8,18,2207,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.68045541705736,2165.60580112451,0.0189339891993755,1.91143738412596,41.3941988754941
"Bernay",49.0925877345,0.58959175237,28,"Bernay",2803,6.5,9.3,9.8,76.3,"63",9.9,12.8,2350,"Faible","Normandie","Normandie","Autres régions",7.73324907408261,2283.00782511649,0.0289215330555883,2.93438218417352,66.9921748835059
"Besançon",47.2553872249,6.01948696494,27,"Besançon",2706,6,12.5,17,74.5,"88",12.4,13.4,2396,"Intermédiaire","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.80733524006549,2458.57019907758,-0.0257792808301544,-2.54498322240545,-62.5701990775847
"Béthune",50.5288922584,2.64242379342,32,"Béthune",3205,8.8,10.9,11.2,72.1,"363,8",18.4,18.5,2367,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.73921196818112,2296.66182723115,0.0301666413328565,3.06262645788185,70.3381727688538
"Béziers",43.3475883319,3.23076754164,76,"Béziers",7606,11,9.9,11.9,70.6,"112,9",7.9,23.4,2215,"Intermédiaire","Occitanie","Occitanie","Occitanie",7.71171309250891,2234.36665825924,-0.00870541002967587,-0.866762766426621,-19.3666582592418
"Blois",47.5817013938,1.30625551583,24,"Blois",2401,6.1,11.5,14.7,76,"80,8",13.4,13.2,2405,"Faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.78578637011175,2406.15753458369,-0.000481187571893377,-0.048107181971746,-1.15753458368908
"Bordeaux",44.8572445351,-0.57369678116,75,"Bordeaux",7505,6.7,13.1,24.1,76.2,"321",15,12.6,2642,"Forte","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.89410234006261,2681.42149122597,-0.0148108549803394,-1.47017137570369,-39.4214912259713
"Boulogne-sur-Mer",50.7271332663,1.60756334802,32,"Boulogne-sur-Mer",3206,7.9,10.4,10.5,72.8,"206,8",21.9,18.3,2233,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.7486449286131,2318.42864875404,-0.0375436767729468,-3.68476505843511,-85.428648754038
"Bourg-en-Bresse",46.2051520382,5.24602125501,84,"Bourg-en-Bresse",8405,5.6,12.7,13.3,78.3,"103,6",14.1,10.8,2450,"Intermédiaire","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.80955944213216,2464.04464187204,-0.00571613859338926,-0.569983255715911,-14.0446418720358
"Bourges",47.0749572013,2.40417137557,24,"Bourges",2402,6.7,11.4,14.1,75.2,"50,9",13.1,14.1,2358,"Faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.77397208391469,2377.89776404464,-0.00840300281737152,-0.836779627177764,-19.897764044641
"Bourgoin-Jallieu",45.6022027954,5.27393762111,84,"Bourgoin-Jallieu",8406,6.1,12.6,14,78,"204",16.4,11.7,2506,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.81610632953026,2480.22938672853,0.0103368059257509,1.03904152613339,25.7706132714729
"Bressuire",46.8545755683,-0.479375922286,75,"Bressuire",7506,5.5,10.3,9,77.7,"49,8",7.2,13.9,2158,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.69657059571581,2200.78764497555,-0.0196334498977338,-1.94419689120084,-42.7876449755468
"Brest",48.4004997828,-4.5027907853,53,"Brest",5302,6.1,13.7,19.7,73.6,"235,3",11.3,10.6,2452,"Forte","Bretagne","Bretagne","Bretagne",7.78876705645967,2413.34023486843,0.0158922405964251,1.60191938844791,38.6597651315719
"Briançon",44.8994986041,6.64947524018,93,"Briançon",9302,5.3,13.8,9.2,79.3,"15,7",9,14.8,2205,"Très faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.70268778162979,2214.29153294412,-0.00420499374884493,-0.419616514171006,-9.2915329441239
"Brignoles",43.3992941902,6.07740244296,93,"Brignoles",9303,8.5,11.6,11.5,74.7,"95,8",4.8,15.2,2181,"Intermédiaire","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.72523663587635,2264.78845425718,-0.0376978696747218,-3.69961503908584,-83.7884542571783
"Brive-la-Gaillarde",45.1435830664,1.51936836063,75,"Brive-la-Gaillarde",7507,6.5,11.4,11.7,76,"90,3",7.5,13.6,2308,"Intermédiaire","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.74038354098749,2299.35411056837,0.0037530866404986,0.376013828922228,8.6458894316288
"Caen",49.1847936737,-0.369801713036,28,"Caen",2804,6.9,11.6,16.1,74.5,"162,1",16.7,12,2374,"Forte","Normandie","Normandie","Autres régions",7.81570764090719,2479.24074458271,-0.043376065737577,-4.24487798583774,-105.240744582711
"Cahors",44.4507370916,1.44075837848,76,"Cahors",7607,8.3,11.4,11.9,75.4,"36,5",6.9,15.7,2144,"Très faible","Occitanie","Occitanie","Occitanie",7.71376272593561,2238.95098734167,-0.0433342037449146,-4.24086940171958,-94.9509873416714
"Calais",50.9502072754,1.87575566132,32,"Calais",3207,11.4,10.3,10.7,71,"267,5",17.9,20.4,2311,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.72561954372843,2265.65582559066,0.0198160665459485,2.00137081268812,45.3441744093398
"Calvi",42.5454874755,8.7595487404,94,"Calvi",9403,7.7,8.4,8,74.7,"24,8",6.1,20.3,2095,"Très faible","Corse","Corse","Corse",7.6691845823094,2141.33465100515,-0.0218757499531624,-2.16382110023782,-46.3346510051533
"Cambrai",50.1702775977,3.24221021072,32,"Cambrai",3208,10,10.4,9.7,74.3,"173,7",9.7,19,2224,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.71935794334639,2251.5135171567,-0.0122952879759209,-1.2220009761011,-27.5135171567031
"Cannes",43.5526202843,7.00427592728,93,"Cannes",9304,7.1,11,22.7,76.3,"350,8",9.6,14.8,2862,"Forte","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.91538446969066,2739.09942867578,0.0438914904257385,4.4868970449766,122.900571324225
"Carhaix-Plouguer",48.2687578823,-3.56626363851,53,"Carhaix-Plouguer",5303,7.4,10.6,8.5,72.4,"30,3",5,17.5,2148,"Très faible","Bretagne","Bretagne","Bretagne",7.64523296250752,2090.65556346944,0.0270594931212308,2.74289258989147,57.3444365305572
"Carpentras",44.0593802565,5.06134844776,93,"Carpentras",9305,9.5,11.4,12.1,75.6,"158",8.8,18.9,2227,"Intermédiaire","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.75311597937302,2328.81766853664,-0.0447053121156571,-4.37207557775958,-101.817668536641
"Cavaillon",43.8508361826,5.03606300916,93,"Cavaillon",9306,8.6,10.7,12.8,75,"83,1",9.8,18,2331,"Faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.75224784002139,2326.79680759719,0.00180479901436199,0.180642864434311,4.20319240280969
"Challans",46.8354416653,-1.84036683139,52,"Challans",5203,6.2,9.8,8.5,76.1,"124,7",3.9,9.5,2162,"Intermédiaire","Pays de la Loire","Pays de la Loire","Autres régions",7.69996197891345,2208.26402969325,-0.0211729807142973,-2.09504067770719,-46.2640296932495
"Chalon-sur-Saône",46.7900288793,4.85191555008,27,"Chalon-sur-Saône",2707,6.8,11.5,12.5,77.3,"105,9",12.6,12.3,2456,"Intermédiaire","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.79685877043265,2432.94751503644,0.00943051883437861,0.94751262906756,23.0524849635558
"Châlons-en-Champagne",48.9640892125,4.37883539725,44,"Châlons-en-Champagne",4402,7.2,11.1,12.8,76.1,"40,4",23.8,14.3,2339,"Très faible","Grand Est","Grand Est","Autres régions",7.80910561326021,2462.9266409815,-0.0516268466760301,-5.03168218327924,-123.926640981504
"Chambéry",45.583182552,5.90903392417,84,"Chambéry",8407,5.6,13.2,18.7,77.3,"233,8",15.1,10.7,2575,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.86521063604652,2605.05908691293,-0.0116058229486878,-1.15387351726272,-30.0590869129342
"Charleville-Mézières",49.7752965803,4.71724655966,44,"Charleville-Mézières",4403,10.5,10.3,10.2,73.1,"74,8",19.2,20.2,2344,"Faible","Grand Est","Grand Est","Autres régions",7.77092122609263,2370.65419122498,-0.0113070753957279,-1.12433906740363,-26.6541912249841
"Chartres",48.4471464884,1.50570610616,24,"Chartres",2403,6.1,12.4,15.7,79,"97,8",16.9,10.2,2494,"Intermédiaire","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.83628795267455,2530.79295274875,-0.0146448264345743,-1.45381125345668,-36.7929527487499
"Château-Thierry",49.0564070801,3.38160004843,32,"Château-Thierry",3209,8.8,9.8,9.4,76.4,"58,8",11.8,14.5,2302,"Faible","Hauts-de-France","Hauts-de-France","Autres régions",7.73597281206889,2289.23461647724,0.00556077721293143,0.557626703304259,12.765383522762
"Châteaubriant",47.7221583524,-1.38664809937,52,"Châteaubriant",5205,5.5,10.6,9.4,77.1,"52,1",6.2,13.4,2215,"Faible","Pays de la Loire","Pays de la Loire","Autres régions",7.70859973165936,2227.42108622819,-0.00559204918012474,-0.557644277724723,-12.4210862281852
"Châteaudun",48.0762457334,1.32636728625,24,"Châteaudun",2404,7.2,8.9,9,74,"39,1",10.4,13.4,2226,"Très faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.70686388819694,2223.55798573649,0.00109764363854636,0.109824626979815,2.44201426351492
"Châteauroux",46.8029617828,1.69399812001,24,"Châteauroux",2405,7,9.4,10.6,74.6,"33,1",13.9,15.6,2268,"Très faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.73236306790891,2280.98596191274,-0.00570940306127223,-0.569313539389293,-12.9859619127383
"Châtellerault",46.8156700185,0.552598976936,75,"Châtellerault",7508,7.6,10.4,12.7,75.1,"68,9",9.7,15.6,2423,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.74243504091487,2304.0760772603,0.0503266799016491,5.16145816162052,118.923922739698
"Chaumont",46.8416938785,2.75008563898,84,"Chaumont",4404,5.7,9.9,10,75.8,"22,8",14.9,13.8,2231,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.72930017778186,2274.01024091698,-0.0190949833493341,-1.89138290334351,-43.0102409169845
"Chaumont",46.8416938785,2.75008563898,24,"Chaumont",4404,5.7,9.9,10,75.8,"22,8",14.9,13.8,2231,"Très faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.73831729335585,2294.60798061158,-0.0281120989233171,-2.77206307783457,-63.607980611579
"Chaumont",46.8416938785,2.75008563898,28,"Chaumont",4404,5.7,9.9,10,75.8,"22,8",14.9,13.8,2231,"Très faible","Normandie","Normandie","Autres régions",7.72559922417906,2265.60978895299,-0.0153940297465317,-1.52761473408809,-34.6097889529879
"Chaumont",46.8416938785,2.75008563898,44,"Chaumont",4404,5.7,9.9,10,75.8,"22,8",14.9,13.8,2231,"Très faible","Grand Est","Grand Est","Autres régions",7.76339851826467,2352.88736349728,-0.0531933238321381,-5.18033142547518,-121.887363497284
"Chaumont",46.8416938785,2.75008563898,27,"Chaumont",4404,5.7,9.9,10,75.8,"22,8",14.9,13.8,2231,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.74637698120945,2313.17653253245,-0.0361717867769234,-3.55254047309944,-82.1765325324536
"Cherbourg-en-Cotentin",49.633412156,-1.63390160204,28,"Cherbourg-en-Cotentin",2805,5.3,11.2,14.2,76,"117,7",20.5,11,2562,"Intermédiaire","Normandie","Normandie","Autres régions",7.82155141468537,2493.77128187102,0.0269920677713031,2.73596534794454,68.228718128983
