"city","latitude","longitude","REG","Libellé","Code","Taux_de_chomage","Taux_bacdeux","Taux_cadres_profs","Taux_activite","Densité","Taux_hlm","Taux_pauvreté","Salaire_mensuel","Densite_cat","LIBELLE","Nom_region","Groupe_region","log_salaire_pred","salaire_pred","residu","erreur_pct","erreur_euro"
"Chinon",47.1723001595,0.245084664558,24,"Chinon",2406,5.9,10.6,11.8,75.1,"52,5",10.2,13.5,2603,"Faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.74957960586423,2320.59664430061,0.114840299130334,12.1694287713882,282.403355699387
"Cholet",47.0454402992,-0.877886189605,52,"Cholet",5206,4.9,12.1,12.3,79.6,"115,9",11.7,9.2,2370,"Intermédiaire","Pays de la Loire","Pays de la Loire","Autres régions",7.7781428223907,2387.83606436048,-0.00749758826152218,-0.746955145987183,-17.8360643604783
"Clermont-Ferrand",45.7856492991,3.11554542903,84,"Clermont-Ferrand",8408,6.5,12.3,20.4,74.2,"175,9",14.1,13.2,2584,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.86215494157278,2597.11097194724,-0.00506107667028681,-0.504829100059923,-13.1109719472388
"Cognac",45.6962326551,-0.33507941815,75,"Cognac",7509,6.5,9.9,11.1,77.4,"51,7",4.7,13.7,2474,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.73078199388619,2277.38240375894,0.0828095590662404,8.63349062136138,196.617596241063
"Colmar",48.1099405789,7.38468690323,44,"Colmar",4405,5.5,12.7,14.4,78.3,"174,5",14,11.3,2528,"Forte","Grand Est","Grand Est","Autres régions",7.83105141049321,2517.57498712127,0.00413234477353519,0.414089468320178,10.4250128787321
"Compiègne",49.3990601478,2.85317249363,32,"Compiègne",3210,7.6,11.2,15.4,75.1,"135,1",16.3,13,2554,"Intermédiaire","Hauts-de-France","Hauts-de-France","Autres régions",7.80829541350086,2460.93198655307,0.0371206230916236,3.78181981279742,93.068013446933
"Corte",42.2700703225,9.0828946136,94,"Corte",9404,6.2,7.1,15.6,59.4,"12,2",2.8,21.1,2179,"Très faible","Corse","Corse","Corse",7.67973709136675,2164.05074942548,0.00688424357787261,0.690799445368384,14.9492505745216
"Cosne-Cours-sur-Loire",47.4029099422,2.94284103771,27,"Cosne-Cours-sur-Loire",56,6.5,8.8,9.3,73.9,"24,3",6.7,15.9,2353,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.70667879914792,2223.14646758838,0.0567675895794427,5.8409796342606,129.853532411621
"Coulommiers",48.8122991656,3.09124381847,11,"Coulommiers",1102,5.9,10.9,11.1,78.3,"111,1",9.4,10.6,2330,"Intermédiaire","Île-de-France","Île-de-France","Île-de-France",7.76092043370384,2347.06392811118,-0.00729688714409174,-0.72703294984009,-17.0639281111794
"Coutances",49.0566189539,-1.44345003609,28,"Coutances",2806,5.4,9.4,9,75.5,"65,8",10.3,12.8,2183,"Faible","Normandie","Normandie","Autres régions",7.71710152015845,2246.4388772693,-0.028646163608513,-2.82397522190371,-63.4388772692969
"Creil",49.2533487138,2.48472669359,32,"Creil",3211,7.4,11.7,14.8,74.6,"258,2",21.8,15,2466,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.80441667408031,2451.40516062712,0.00593600964397911,0.595366266143715,14.59483937288
"Dax",43.7006746973,-1.06014429759,75,"Dax",7510,7.1,11.9,11.2,76.9,"63,2",6.4,12.1,2265,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.72559597014497,2265.6024165935,-0.000265932227840019,-0.0265896870997429,-0.6024165934964
"Digne-les-Bains",44.0908723554,6.23590323452,93,"Digne-les-Bains",9307,8.2,11.6,11.3,73.6,"17,3",9,16.9,2234,"Très faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.69536698492604,2198.14034669804,0.0161819947031033,1.63136322736763,35.8596533019631
"Dijon",47.3229437965,5.03788805877,27,"Dijon",2711,6.1,13,19.6,74.7,"99,7",13,12,2488,"Intermédiaire","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.83041749741255,2515.97956913697,-0.0111830435534807,-1.11207457644695,-27.9795691369718
"Dinan",48.4557709953,-2.04816149693,53,"Dinan",5304,5.9,11.8,10.1,77.2,"97,9",8.1,10.5,2139,"Intermédiaire","Bretagne","Bretagne","Bretagne",7.73284644534435,2282.08880558067,-0.0647527362619437,-6.27008051705783,-143.088805580671
"Dole",47.0755452538,5.50062446099,27,"Dole",2712,5.9,11.2,11.1,75.7,"67,7",11.1,12.8,2422,"Faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.75755883835525,2339.18729537098,0.0347900857577809,3.54023402883976,82.8127046290197
"Douai",50.3823195335,3.09145683114,32,"Douai",3212,11.4,10.2,12,71.3,"518,8",23.8,20,2316,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.75822118465129,2340.73716062889,-0.0106243459584024,-1.05681069386894,-24.7371606288903
"Draguignan",43.5357513285,6.45436569191,93,"Draguignan",9308,8.4,11.1,11.5,73.7,"84,7",8.8,18.3,2228,"Faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.71799415179951,2248.44501492862,-0.00913455075233964,-0.909295748522854,-20.4450149286199
"Dreux",48.7485203213,1.35931854112,24,"Dreux",57,8.1,11,12.4,76,"103,6",13.6,13.6,2350,"Intermédiaire","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.78118506040843,2395.11149119434,-0.0190144532702261,-1.88348189051729,-45.1114911943441
"Dunkerque",51.0307229078,2.33752414095,32,"Dunkerque",3213,8.4,11.2,12.3,73,"274,6",24.4,16.6,2584,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.7734728928138,2376.71103486897,0.0836209720886919,8.72167302166176,207.288965131025
"Épernay",49.037000689,3.93144626202,44,"Épernay",4406,4.6,11,11.1,78.7,"62,1",12.1,11.1,2786,"Faible","Grand Est","Grand Est","Autres régions",7.80248372820851,2446.67130376025,0.129878426131235,13.8689939967922,339.328696239747
"Épinal",48.1631202656,6.47989286928,44,"Épinal",4407,7.5,10.8,11.2,75,"56,9",13.4,15.4,2357,"Faible","Grand Est","Grand Est","Autres régions",7.77733987942405,2385.91953772085,-0.0121949764879199,-1.21209191104911,-28.9195377208548
"Étampes",48.4211282308,2.13838881712,11,"Étampes",1103,5.3,13.1,17.4,77.9,"148,2",9.9,9.8,2634,"Intermédiaire","Île-de-France","Île-de-France","Île-de-France",7.85268739622006,2572.63873483759,0.0235714860831667,2.38514892633321,61.3612651624112
"Évreux",49.02015421,1.14164412464,28,"Évreux",2808,7.6,11.6,13.2,76.1,"98,6",16.2,13.9,2357,"Intermédiaire","Normandie","Normandie","Autres régions",7.79641262473757,2431.86230807445,-0.0312677218014384,-3.07839419303831,-74.8623080744514
"Flers",48.7399319125,-0.562509564641,32,"Flers",2809,7.1,9,9.4,74.7,"58,5",10.7,14.9,2259,"Faible","Hauts-de-France","Hauts-de-France","Autres régions",7.72187903794367,2257.1969569549,0.000798478524329823,0.0798797393173789,1.80304304509536
"Flers",48.7399319125,-0.562509564641,32,"Flers",2809,7.1,9,9.4,74.7,"58,5",10.7,14.9,2259,"Faible","Hauts-de-France","Hauts-de-France","Autres régions",7.72187903794367,2257.1969569549,0.000798478524329823,0.0798797393173789,1.80304304509536
"Flers",48.7399319125,-0.562509564641,28,"Flers",2809,7.1,9,9.4,74.7,"58,5",10.7,14.9,2259,"Faible","Normandie","Normandie","Autres régions",7.71821220663611,2248.93535269728,0.00446530983188626,0.447529418337855,10.0646473027205
"Fontenay-le-Comte",46.4563186117,-0.793449510859,52,"Fontenay-le-Comte",5207,6.5,9.9,7.8,75.4,"61,5",6.7,11.8,2157,"Faible","Pays de la Loire","Pays de la Loire","Autres régions",7.68314850437711,2171.44582696719,-0.00667485798795322,-0.665263060573995,-14.4458269671882
"Forbach",49.1912650369,6.89275798526,44,"Forbach",4408,11.3,8.3,10,68.3,"517,1",19.3,22.3,2268,"Forte","Grand Est","Grand Est","Autres régions",7.74230082249132,2303.76684855403,-0.0156471576436812,-1.55253768741745,-35.7668485540307
"Fougères",48.3524697115,-1.19431177241,53,"Fougères",5305,5.2,11.1,10.6,77.8,"85",11.1,10.9,2251,"Faible","Bretagne","Bretagne","Bretagne",7.74130953784215,2301.48429136064,-0.0221796969354185,-2.1935535927902,-50.4842913606435
"Fréjus",43.4719558114,6.76361597424,93,"Fréjus",9309,8.5,11.4,12.1,74.6,"330,8",8.2,14.9,2279,"Forte","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.73677217745354,2291.06528297522,-0.00528014820786125,-0.526623272801496,-12.065282975223
"Gap",44.5798600596,6.06486052138,93,"Gap",9310,6.5,12.6,11.4,76.2,"32",10.3,14.6,2179,"Très faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.71816124236843,2248.82074027455,-0.0315399074238093,-3.10477127074272,-69.8207402745479
"Ghisonaccia",42.0437178075,9.42260770968,94,"Ghisonaccia",9405,8.2,8.7,7.8,71.6,"19,3",4.2,22.4,2143,"Très faible","Corse","Corse","Corse",7.6340511051841,2067.40836688752,0.0359108902894703,3.6563474504208,75.5916331124781
"Gien",47.71227944,2.66549550204,24,"Gien",2407,7.3,9.9,10.8,75.6,"33,1",11.3,14.9,2497,"Très faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.73337752638639,2283.30110156679,0.0894677638933803,9.3592079593259,213.698898433215
"Granville",48.8327078372,-1.56670866413,28,"Granville",2810,6.5,10.2,10.1,75,"118,4",9.1,10.4,2261,"Intermédiaire","Normandie","Normandie","Autres régions",7.73289782924486,2282.20607121756,-0.00933535696688875,-0.929191780050387,-21.2060712175644
"Grenoble",45.1821215167,5.72133051752,84,"Grenoble",8409,6.2,12.6,27.9,74.8,"183,6",14.7,12.9,2913,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.96400906850402,2875.57826455561,0.0129296884554091,1.3013638302128,37.4217354443877
"Guéret",46.1632121428,1.87078672735,75,"Guéret",7511,7.1,9.4,10.3,73.8,"21,3",7.5,19.2,2135,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.68378064722673,2172.81892487133,-0.0175587215640037,-1.74054655169067,-37.8189248713302
"Guingamp",48.5612759498,-3.15330223539,53,"Guingamp",5306,7.2,11.5,9.5,73.7,"66,4",6.7,14.6,2233,"Faible","Bretagne","Bretagne","Bretagne",7.68431343285773,2173.97688001681,0.0267878189824273,2.7149837942497,59.0231199831915
"Haguenau",48.8417047695,7.83010404968,44,"Haguenau",4409,4.8,11.6,12.5,79,"156,9",4.5,9,2509,"Intermédiaire","Grand Est","Grand Est","Autres régions",7.8055917387507,2454.2874133092,0.0220478076157155,2.22926566766792,54.7125866907973
"Issoire",45.5455577894,3.24499324643,84,"Issoire",8410,6.3,10.6,10.4,77.1,"40,8",6.8,13.9,2258,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.72073197939648,2254.60930427102,0.00150276531312396,0.150389503074955,3.39069572897506
"L'Aigle",48.7561549553,0.611126420423,28,"L'Aigle",2812,7.1,8.4,8.6,74.8,"34,9",12.8,16.9,2295,"Très faible","Normandie","Normandie","Autres régions",7.69878311747705,2205.66232621251,0.0397050050175949,4.05037855186572,89.3376737874937
"La Ferté-Bernard",48.1842560568,0.634694806211,52,"La Ferté-Bernard",5208,5.9,8.7,8.2,77,"50,1",7.8,11.9,2208,"Très faible","Pays de la Loire","Pays de la Loire","Autres régions",7.68950626680683,2185.29534297926,0.0103361405901584,1.03897430128528,22.7046570207385
"La Flèche",47.6893893794,-0.0646954849714,52,"La Flèche",5209,6.8,8.7,9.3,75.9,"46",12.1,13.3,2222,"Très faible","Pays de la Loire","Pays de la Loire","Autres régions",7.70271109861797,2214.34316415557,0.00345187158160265,0.345783615131423,7.65683584443286
"La Roche-sur-Yon",46.6675261644,-1.4077954093,52,"La Roche-sur-Yon",5210,5.3,13.1,13.1,78,"123,5",10.9,9.3,2343,"Intermédiaire","Pays de la Loire","Pays de la Loire","Autres régions",7.76716510197978,2361.76642208549,-0.00797766347199056,-0.794592636680913,-18.7664220854936
"La Rochelle",46.1620643972,-1.17465702836,75,"La Rochelle",7512,6.6,12.4,16.4,75.5,"200,1",13,11.1,2378,"Forte","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.79584045616439,2430.47127087932,-0.021825378913667,-2.15889286608733,-52.4712708793154
"La Rochelle",46.1620643972,-1.17465702836,27,"La Rochelle",7512,6.6,12.4,16.4,75.5,"200,1",13,11.1,2378,"Forte","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.80592148007434,2455.09682673065,-0.0319064028236177,-3.14027641970098,-77.0968267306498
"La Teste-de-Buch",44.5561823053,-1.17530826791,75,"La Teste-de-Buch",7513,6.8,12.4,12.3,77.2,"63",9.2,9.5,2208,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.7466911406243,2313.90335288111,-0.0468487332273209,-4.57682697720483,-105.90335288111
"Langon",44.5376287285,-0.241841251091,53,"Langon",7514,6.3,11,10.6,77.4,"52,2",4,14,2153,"Faible","Bretagne","Bretagne","Bretagne",7.71918763072682,2251.13008864387,-0.0445701333624553,-4.35914784040696,-98.1300886438707
"Langon",44.5376287285,-0.241841251091,75,"Langon",7514,6.3,11,10.6,77.4,"52,2",4,14,2153,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.71929632813316,2251.37479394503,-0.0446788307688034,-4.3695431879938,-98.3747939450345
"Lannion",48.7433496707,-3.46159799691,53,"Lannion",5308,6.4,12.4,16.2,73.1,"127,3",7.6,11.2,2328,"Intermédiaire","Bretagne","Bretagne","Bretagne",7.75300072187928,2328.54927031654,-0.000235913027956605,-0.0235885202663044,-0.549270316539605
"Laon",49.5679724897,3.62089561902,32,"Laon",3214,9.4,10,10.7,73.8,"50,2",15.1,17.8,2220,"Très faible","Hauts-de-France","Hauts-de-France","Autres régions",7.71923397919837,2251.23442750069,-0.013971504332043,-1.38743558285797,-31.2344275006935
"Laval",45.2359002175,5.98150477487,52,"Laval",5211,5.3,11.8,13.4,77.2,"86,3",13,11.2,2427,"Faible","Pays de la Loire","Pays de la Loire","Autres régions",7.76203909750462,2349.69097268157,0.0323721082219732,3.290178505057,77.3090273184334
"Le Havre",49.498452502,0.140153719153,28,"Le Havre",2813,9,10.7,14.2,72.8,"367,3",24.4,16,2643,"Forte","Normandie","Normandie","Autres régions",7.8011510931229,2443.41295531483,0.0785188214813904,8.16837138605786,199.587044685167
"Le Mans",47.9885256718,0.200030493539,52,"Le Mans",5212,7.8,11.2,14.9,75.2,"143,5",15.7,14.1,2390,"Intermédiaire","Pays de la Loire","Pays de la Loire","Autres régions",7.78109308967669,2394.89122116725,-0.00204444475113613,-0.204235629744809,-4.89122116725412
"Le Puy-en-Velay",45.0276366659,3.89535229067,84,"Le Puy-en-Velay",8419,5.6,12.1,10.3,76,"33,9",6.2,14,2189,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.7037007145052,2216.53559798534,-0.0125006169823411,-1.24228088239913,-27.535597985343
"Lens",50.4374264148,2.82105851259,32,"Lens",3215,10.4,9.9,11.1,69.9,"967,7",30.5,22.6,2276,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.75636190691007,2336.389123485,-0.0261871116638504,-2.58472027959638,-60.3891234850007
"Les Sables-d'Olonne",46.5007612799,-1.79255128677,52,"Les Sables-d'Olonne",5214,6.3,11.2,11.5,75.9,"164,7",5,8.3,2291,"Forte","Pays de la Loire","Pays de la Loire","Autres régions",7.71869839200809,2250.02901800877,0.0180452904454057,1.82090904887497,40.9709819912346
"Lesparre-Médoc",45.2821023678,-0.935162142648,75,"Lesparre-Médoc",7515,8,9.8,10.7,75.8,"48",3.6,13.4,2176,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.69282384653151,2192.55727385829,-0.00758023855567473,-0.755158100347042,-16.5572738582891
"Libourne",44.9130767869,-0.234709332068,75,"Libourne",7516,7.2,10.5,12.4,77.2,"98,8",6,15.4,2352,"Intermédiaire","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.75734596256051,2338.6893920141,0.00567534645800386,0.569148174672307,13.3106079859031
"Lille",50.6317183168,3.04783272312,32,"Lille",3216,7.2,12,25.9,73.1,"828,7",18.7,15.4,2679,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.90105968988397,2700.14212604777,-0.007860820339369,-0.783000488893448,-21.1421260477719
"Limoges",45.8542549589,1.2487579024,75,"Limoges",7517,6.9,11.7,15.8,73.2,"87,2",12.8,15.9,2339,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.76690877021185,2361.16110390753,-0.00943000362767216,-0.93856805750584,-22.1611039075283
"Lisieux",49.1466628463,0.238274840452,28,"Lisieux",2814,5.9,9.3,10.4,76.5,"70,6",16.9,14.4,2291,"Faible","Normandie","Normandie","Autres régions",7.76158319218911,2348.61998023142,-0.0248395097356144,-2.45335476647628,-57.6199802314218
"Loches",47.1201464232,0.97415185088,24,"Loches",2408,5.8,9,9.1,76.4,"25,2",8.7,13.8,2133,"Très faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.72230184223775,2258.1515113015,-0.0570171237663956,-5.54221055031704,-125.151511301495
"Lons-le-Saunier",46.6744796278,5.55733212947,27,"Lons-le-Saunier",2713,4.8,10.6,9.8,76.4,"47,3",8.2,12.3,2272,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.72908871169238,2273.52941570481,-0.000672931851345161,-0.0672705483484304,-1.52941570480743
"Lorient",47.7500486947,-3.37823200917,53,"Lorient",5309,6.2,12.6,15,73.4,"233,6",14.1,12.3,2377,"Forte","Bretagne","Bretagne","Bretagne",7.75456140988725,2332.18624659308,0.0190330574729444,1.92153407440707,44.8137534069215
"Lyon",45.7699284397,4.82922464978,84,"Lyon",8421,6.4,12.4,27.9,75.6,"709,5",16.8,14.1,2895,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.97690083190234,2912.88952640355,-0.00616044189524454,-0.614150527899837,-17.8895264035464
"Mâcon",46.3205511756,4.81842529639,27,"Mâcon",59,5.5,11.6,12.4,77.9,"100,9",12.8,12,2371,"Intermédiaire","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.80112152374055,2443.34070617111,-0.0300544376751452,-2.960729381228,-72.3407061711118
"Manosque",43.8354040831,5.79106654173,93,"Manosque",9311,8,11.8,21.4,75.4,"44,9",7.1,16.5,2470,"Très faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.85628152152389,2581.90175707194,-0.0443080919018676,-4.33408268790402,-111.901757071945
"Marmande",44.5055176845,0.172174280849,75,"Marmande",7518,7.3,9.3,9.5,74.9,"47,6",4.4,18.4,2181,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.6754083915961,2154.70346882396,0.0121303746055308,1.2204245993251,26.296531176039
"Marseille",43.2999009436,5.38227869795,93,"Marseille",9312,9.4,11,22.5,69.8,"1337,2",15.2,21.5,2704,"Forte","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.8745017019144,2629.37565095344,0.0279857352484535,2.83810147171266,74.624349046564
"Maubeuge",50.283630719,3.96328053037,32,"Maubeuge",3217,12,9.4,9.4,70.5,"111,7",18.2,25.1,2276,"Intermédiaire","Hauts-de-France","Hauts-de-France","Autres régions",7.71815392898266,2248.80429384108,0.0120208662635619,1.20934072535337,27.1957061589155
"Mayenne",48.3074609449,-0.614799950799,52,"Mayenne",5215,5,9.7,7.9,76,"41,2",6.4,12.2,2247,"Très faible","Pays de la Loire","Pays de la Loire","Autres régions",7.67125249408302,2145.7673237497,0.0460987781023071,4.71778440886093,101.232676250296
"Meaux",48.9570625667,2.90003097245,11,"Meaux",1107,7.2,12.7,13.6,78.1,"237,7",13.3,12,2326,"Forte","Île-de-France","Île-de-France","Île-de-France",7.79726261082761,2433.93023593966,-0.0453572777489979,-4.434401378723,-107.930235939664
"Melun",48.5444723553,2.65795821917,11,"Melun",1108,7.6,12.3,17.2,76.4,"255,7",21,14.5,2551,"Forte","Île-de-France","Île-de-France","Île-de-France",7.8634429176742,2600.45814388787,-0.0192021995323892,-1.90190117091917,-49.4581438878663
"Mende",44.5294508592,3.48086881176,76,"Mende",7613,4.7,12.3,9.6,75.3,"15,3",7.4,14.7,2146,"Très faible","Occitanie","Occitanie","Occitanie",7.6848814966565,2175.21218841549,-0.0135205734658605,-1.34295810638907,-29.212188415489
"Menton",43.7908233727,7.49365612374,93,"Menton",9314,5.7,10.3,11.9,77.3,"113,6",7.9,16.1,2198,"Intermédiaire","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.76531458969976,2357.39998563705,-0.0700114547361959,-6.76168603581165,-159.399985637046
"Metz",49.1081133279,6.1955245421,44,"Metz",4410,7.1,11.6,16,74.9,"233",15.3,15.6,2415,"Forte","Grand Est","Grand Est","Autres régions",7.82393299500402,2499.71747633444,-0.0344784289173476,-3.38908205173133,-84.7174763344419
"Millau",44.0976252203,3.11705384129,76,"Millau",7614,6.6,12,9.4,76,"20,5",6.7,15.8,2182,"Très faible","Occitanie","Occitanie","Occitanie",7.68743882242126,2180.7820335074,0.000558343971752519,0.0558499874764973,1.21796649260341
"Mont-de-Marsan",43.899361404,-0.490722577455,75,"Mont-de-Marsan",7519,5.8,12,11.1,75.2,"32,7",6.2,12.4,2228,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.69205830952034,2190.87943242286,0.0168012915268295,1.69432270109411,37.1205675771421
