"city","latitude","longitude","REG","Libellé","Code","Taux_de_chomage","Taux_bacdeux","Taux_cadres_profs","Taux_activite","Densité","Taux_hlm","Taux_pauvreté","Salaire_mensuel","Densite_cat","LIBELLE","Nom_region","Groupe_region","log_salaire_pred","salaire_pred","residu","erreur_pct","erreur_euro"
"Sarreguemines",49.1088144102,7.06943100683,44,"Sarreguemines",4420,6.8,9.9,10.8,75.1,"88",4.5,13,2410,"Intermédiaire","Grand Est","Grand Est","Autres régions",7.76546683757626,2357.75892210189,0.0219151889084384,2.21570905355932,52.2410778981143
"Saumur",47.2673853525,-0.0830410591988,52,"Saumur",5220,7.4,9.9,10.5,76.6,"79,6",14,13.8,2149,"Faible","Pays de la Loire","Pays de la Loire","Autres régions",7.73856860403997,2295.1847125794,-0.0658107073974657,-6.369191628813,-146.184712579403
"Sedan",49.697058875,4.9298505244,44,"Sedan",4421,9,9,8.8,73.1,"34,3",14.2,19.7,2315,"Très faible","Grand Est","Grand Est","Autres régions",7.73258336940255,2281.48852188245,0.0145815971177775,1.46884272246532,33.5114781175521
"Segré-en-Anjou Bleu",47.7016654227,-0.863354104119,52,"Segré-en-Anjou Bleu",5221,5.8,10.4,9.3,78.4,"54,6",12.8,11.8,2258,"Faible","Pays de la Loire","Pays de la Loire","Autres régions",7.73678166454809,2291.08701863127,-0.0145469198384832,-1.44416245922606,-33.0870186312745
"Sélestat",48.2481136279,7.46224896454,44,"Sélestat",4422,4.9,12.7,14,78.9,"136",5.9,9.1,2561,"Intermédiaire","Grand Est","Grand Est","Autres régions",7.81727247092319,2483.12337195038,0.0308806152763314,3.13623676251147,77.876628049622
"Sens",48.1956727015,3.29793332552,27,"Sens",2717,7.5,9.5,11.1,76,"70,9",12.9,14.6,2376,"Faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.77071235089944,2370.15907208366,0.00246132958309522,0.246436114146698,5.84092791633839
"Sète",43.3917705831,3.64705148296,76,"Sète",7623,9.8,10.5,14,72.6,"485,2",12.6,18.5,2283,"Forte","Occitanie","Occitanie","Occitanie",7.75615050595895,2335.89526080548,-0.022904859429162,-2.26445344930579,-52.8952608054801
"Soissons",49.3791742979,3.32471758491,32,"Soissons",3221,8.1,10.8,11.1,76.4,"83,7",16.9,13.6,2330,"Faible","Hauts-de-France","Hauts-de-France","Autres régions",7.7644488983041,2355.36008784173,-0.0108253517443559,-1.07669684871705,-25.360087841731
"Strasbourg",48.5712679849,7.76752679517,44,"Strasbourg",4423,7.3,12.1,22.7,74.4,"413,4",15.1,16,2608,"Forte","Grand Est","Grand Est","Autres régions",7.87337474851454,2626.41413618209,-0.00703582546799905,-0.70111319949171,-18.4141361820889
"Tarare",45.9036535552,4.42375959345,84,"Tarare",8430,5,10.7,11.4,77.6,"82,4",11.4,13,2352,"Faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.76738129291282,2362.27706976862,-0.00435998389430903,-0.435049296297418,-10.2770697686237
"Thionville",49.3759716201,6.12928314217,44,"Thionville",4424,6.4,11,11.5,75.9,"211",12.3,16.9,2405,"Forte","Grand Est","Grand Est","Autres régions",7.78857338317869,2412.87288060548,-0.00326820063882629,-0.326286588438218,-7.87288060547871
"Thouars",46.9828628407,-0.199581467021,75,"Thouars",7530,6.6,8.7,7.3,75.8,"39,8",8.1,14.8,2190,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.66923201023139,2141.43621246635,0.0224248125791544,2.26781387420929,48.5637875336538
"Toulon",43.1361589728,5.93239634249,93,"Toulon",9318,6.2,11.9,15.2,72.9,"456",10.7,15.8,2364,"Forte","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.77462182550986,2379.44328517133,-0.00651144698387689,-0.649029345123453,-15.4432851713314
"Toulouse",43.5963814303,1.43167293364,76,"Toulouse",7625,7.7,13.5,29.5,76.2,"350,9",11.9,13.9,2798,"Forte","Occitanie","Occitanie","Occitanie",7.95073936667592,2837.67225534309,-0.0140792114504973,-1.39805628604184,-39.6722553430891
"Tours",47.3986382281,0.696526376417,24,"Tours",2413,6.8,12.7,18.4,75.7,"149",17.3,12.7,2466,"Intermédiaire","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.83111787039707,2517.74231047294,-0.0207651866727776,-2.05510747695314,-51.7423104729423
"Troyes",48.2967099637,4.07827967525,44,"Troyes",4425,9.5,10.3,12.1,74.1,"53,2",19.9,16.7,2290,"Faible","Grand Est","Grand Est","Autres régions",7.79678865710589,2432.77693897223,-0.0604815605576082,-5.86888738893363,-142.776938972227
"Tulle",45.2731516999,1.76313875655,75,"Tulle",7531,5.6,10.7,10,75.2,"30,3",5.4,14.1,2175,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.68156673196964,2168.01380892508,0.00321721155314519,0.322239233263355,6.98619107492368
"Ussel",45.0740146626,2.95237927853,76,"Ussel",63,4.7,9.3,8.1,74.4,"17",6.2,16.4,2102,"Très faible","Occitanie","Occitanie","Occitanie",7.66742807679317,2137.57668628766,-0.0167835253562735,-1.66434666488817,-35.5766862876558
"Ussel",45.0740146626,2.95237927853,84,"Ussel",63,4.7,9.3,8.1,74.4,"17",6.2,16.4,2102,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.67199833555292,2147.3683229761,-0.0213537841160228,-2.11274062724469,-45.3683229760991
"Ussel",45.0740146626,2.95237927853,75,"Ussel",63,4.7,9.3,8.1,74.4,"17",6.2,16.4,2102,"Très faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.65991712903593,2121.58160378033,-0.00927257759903511,-0.922971982102272,-19.5816037803284
"Valence",45.8823772883,0.317842370883,84,"Valence",8431,7.3,13,16.5,77.2,"97,3",10.2,13.9,2437,"Intermédiaire","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.83012588802519,2515.24599284026,-0.0316028343999818,-3.11086840265304,-78.2459928402645
"Valence",45.8823772883,0.317842370883,75,"Valence",8431,7.3,13,16.5,77.2,"97,3",10.2,13.9,2437,"Intermédiaire","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.80780055743316,2459.71448069724,-0.00927750380795071,-0.92346005503875,-22.7144806972428
"Valence",45.8823772883,0.317842370883,76,"Valence",8431,7.3,13,16.5,77.2,"97,3",10.2,13.9,2437,"Intermédiaire","Occitanie","Occitanie","Occitanie",7.81377470659935,2474.45316362048,-0.0152516529741436,-1.51359355558318,-37.4531636204838
"Valenciennes",50.3588666163,3.51567664819,32,"Valenciennes",3222,11.9,10.1,13.3,70.8,"430,4",21.5,22.1,2338,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.76211980635449,2349.88062119057,-0.00506866432248076,-0.505584031947626,-11.8806211905712
"Valréas",44.3771588623,4.99354936197,93,"Valréas",64,7.8,10.8,10.4,75.6,"31,8",4.2,19.6,2183,"Très faible","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.68789560648853,2181.77840754106,0.000559750061409856,0.0559906750712269,1.22159245894045
"Vannes",47.6597493766,-2.75714329498,53,"Vannes",5318,5.5,13.4,14.9,74.5,"157,3",9.8,9.8,2329,"Intermédiaire","Bretagne","Bretagne","Bretagne",7.75478629866118,2332.71078807818,-0.00159202877683543,-0.159076217126763,-3.71078807818276
"Vendôme",47.8013026692,1.06106057175,24,"Vendôme",2414,5.8,9.9,11.9,76.4,"40,6",11.6,12.3,2319,"Très faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.74955282088459,2320.53448799919,-0.000661483629062776,-0.0661264896997249,-1.53448799918533
"Verdun",42.8060735388,1.69239160264,76,"Verdun",4426,7.7,11,9.8,75.6,"27,1",9,15.2,2279,"Très faible","Occitanie","Occitanie","Occitanie",7.69840968801595,2204.83882068884,0.0330823412297347,3.3635646567574,74.1611793111565
"Verdun",42.8060735388,1.69239160264,44,"Verdun",4426,7.7,11,9.8,75.6,"27,1",9,15.2,2279,"Très faible","Grand Est","Grand Est","Autres régions",7.74036731011576,2299.31679034961,-0.00887528087007652,-0.883601182528737,-20.316790349611
"Vesoul",47.6320408648,6.1548458149,27,"Vesoul",2718,6.4,10.3,9.6,75,"39,8",10.1,14.7,2211,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.72218125796885,2257.87923016919,-0.0209810771114044,-2.07625056038421,-46.8792301691865
"Vichy",46.1300051383,3.42442081174,84,"Vichy",8432,7.8,10.1,10.3,74,"57,7",7.7,15.7,2291,"Faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.71593732431515,2243.82510423322,0.0208063581383385,2.10243194435153,47.1748957667783
"Vierzon",47.2368836077,2.0790757049,24,"Vierzon",2415,10.3,9,9.8,74.3,"52,2",10.7,17.6,2252,"Faible","Centre-Val de Loire","Centre-Val de Loire","Autres régions",7.73383118001811,2284.33716439289,-0.0142571907585323,-1.41560383015886,-32.3371643928881
"Villefranche-sur-Saône",45.9874596667,4.73174007305,84,"Villefranche-sur-Saône",8434,5.4,12.9,14,78.7,"165,5",13.7,11.1,2454,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.81348318591652,2473.73191447923,-0.00800856064566505,-0.79765775602979,-19.7319144792277
"Villeneuve-sur-Lot",44.4251092866,0.742526167632,75,"Villeneuve-sur-Lot",7532,8.6,9.3,9.4,72.8,"56,7",3.7,19.7,2150,"Faible","Nouvelle-Aquitaine","Nouvelle-Aquitaine","Nouvelle-Aquitaine",7.67284772435462,2149.19304842373,0.00037539676709003,0.0375467237277327,0.806951576267238
"Vire Normandie",48.8512498219,-0.889601911342,28,"Vire Normandie",2818,6.4,8.6,8.6,75.4,"53,1",11.3,14.3,2182,"Faible","Normandie","Normandie","Autres régions",7.7165575198032,2245.21714606324,-0.0285603534101854,-2.81563617016205,-63.2171460632367
"Vitré",48.1140815063,-1.19370720718,53,"Vitré",5319,3.9,12.6,11.2,80.3,"87,6",7.8,7.9,2374,"Intermédiaire","Bretagne","Bretagne","Bretagne",7.76485322962858,2356.31262626326,0.00747834554103301,0.750637820279021,17.6873737367418
"Voiron",45.3791720843,5.58240310671,84,"Voiron",8435,5.2,13.2,13.8,77.9,"114,1",10.1,10,2414,"Intermédiaire","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.80018577383929,2441.0554197416,-0.011145372181817,-1.10834926248687,-27.0554197416018
"Honfleur Pont-Audemer",49.41294,0.2375794,NA,"Honfleur Pont-Audemer",2811,5.9,10.4,10.4,77.4,"97,4",13.2,12.1,2259,"Intermédiaire","Normandie","Normandie","Autres régions",7.76676084377607,2360.81185159358,-0.0440833273080662,-4.31257796019867,-101.811851593583
"Vitry-le-François Saint-Dizier",48.73333,4.58333,NA,"Vitry-le-François Saint-Dizier",4427,8,9.1,9.4,72.5,"39,5",16.1,16.7,2261,"Très faible","Grand Est","Grand Est","Autres régions",7.73747982532196,2292.6871242177,-0.013917353043992,-1.38209544089046,-31.6871242176953
"Seine-Yvelinoise",48.7615301,1.2772949,NA,"Seine-Yvelinoise",1114,7.6,11.9,23.9,77,"929,2",20.5,12.5,3139,"Forte","Île-de-France","Île-de-France","Île-de-France",7.97601838072324,2910.32017743565,0.0756411761187087,7.85754860710377,228.679822564355
"Les Sources de la Loire",44.841508,4.218621,NA,"Les Sources de la Loire",8420,5.6,11.2,9.4,77.1,"47,3",5.3,11.5,2281,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.70176547736409,2212.25022391651,0.0306037449202926,3.1076853486212,68.7497760834931
"Agde-Pézenas",43.309129116,3.48447903133,NA,"Agde-Pézenas",7601,14.2,9.8,11,72,"214,5",7.7,21,2080,"Forte","Occitanie","Occitanie","Occitanie",7.7060683745216,2221.78981834484,-0.0659452018262426,-6.38178360410676,-141.789818344845
"Alès-Le Vigan",44.1250099126,4.08828501262,NA,"Alès-Le Vigan",7603,11.8,10.3,10.9,69.6,"67,3",10,23.1,2150,"Faible","Occitanie","Occitanie","Occitanie",7.68479447353993,2175.02290290788,-0.011571352418226,-1.15046618012267,-25.0229029078773
"Bollène-Pierrelatte",44.2882016409,4.75235956257,NA,"Bollène-Pierrelatte",55,9,11.9,15.5,74.1,"117,4",10.3,17.4,2672,"Intermédiaire","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.79440891282238,2426.99443512783,0.0961736218341569,10.0950196393535,245.005564872171
"Carcassonne-Limoux",43.2093798444,2.34398855385,NA,"Carcassonne-Limoux",7608,9.7,11,11.2,73.1,"51,9",8.8,21,2165,"Faible","Occitanie","Occitanie","Occitanie",7.71112681105044,2233.05707444596,-0.0309511706138572,-3.04770868710743,-68.0570744459565
"Castelsarrasin-Moissac",44.0490326525,1.12348123121,NA,"Castelsarrasin-Moissac",7609,11.2,9.5,10.1,73.2,"48,5",5.1,19.5,2306,"Très faible","Occitanie","Occitanie","Occitanie",7.67687138163105,2157.85808555089,0.0663983191979485,6.86522971279124,148.141914449108
"Castres-Mazamet",49.8013894137,3.25325245088,NA,"Castres-Mazamet",7610,7.8,11.3,11.9,74.9,"55,7",6.2,16.6,2391,"Faible","Occitanie","Occitanie","Occitanie",7.72575890009266,2265.97158114988,0.0537080673656613,5.51765167269551,125.028418850121
"Cergy-Vexin",49.0401131567,2.05082123731,NA,"Cergy-Vexin",1101,7.1,13.3,20.6,76.4,"756,2",19.6,13.4,2639,"Forte","Île-de-France","Île-de-France","Île-de-France",7.91085569978726,2726.7227243973,-0.0327003632839409,-3.21714868961198,-87.7227243972998
"Château-Gontier-sur-Mayenne",46.4222263876,4.59356497363,52,"Château-Gontier-sur-Mayenne",5204,4.6,10.4,8.7,78.6,"55,9",7.5,10.4,2217,"Faible","Pays de la Loire","Pays de la Loire","Autres régions",7.71832552505037,2249.19021292511,-0.0144153154340589,-1.43119122340686,-32.1902129251102
"Châtillon-Montbard",46.4615377644,3.12807465548,NA,"Châtillon-Montbard",2709,5.4,9.3,9.9,75.7,"18,7",11,13.9,2206,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.73624525024558,2289.85837634629,-0.0373090504321312,-3.66216431603497,-83.8583763462916
"Dieppe-Caux maritime",49.9222503951,1.08681168449,NA,"Dieppe-Caux maritime",2807,6.3,9.7,10.7,74.7,"89,8",17.3,13.9,2436,"Intermédiaire","Normandie","Normandie","Autres régions",7.76211634061177,2349.87247712302,0.0359962882180168,3.66519986575724,86.1275228769791
"Évry-Courcouronnes",48.2685630682,3.25982109377,11,"Évry-Courcouronnes",1104,7.2,12.7,20.1,75.5,"927",22.2,16,2609,"Forte","Île-de-France","Île-de-France","Île-de-France",7.9045730163538,2709.64529093673,-0.0378507312170763,-3.71433453940889,-100.645290936729
"Figeac-Villefranche",44.6055314625,2.02540303775,NA,"Figeac-Villefranche",7611,7,11.2,11.5,74.7,"40,1",5,16.3,2281,"Très faible","Occitanie","Occitanie","Occitanie",7.69902263016675,2206.19067359925,0.0333465921176381,3.39088217967589,74.8093264007484
"Foix-Pamiers",42.9658502274,1.61037495894,NA,"Foix-Pamiers",7612,8.4,10.9,11.5,75.5,"36,4",4.7,18.1,2242,"Très faible","Occitanie","Occitanie","Occitanie",7.70576676092146,2221.11979736776,0.00935684271064369,0.940075481609792,20.8802026322355
"Fontainebleau-Nemours",48.4066856508,2.68031396389,NA,"Fontainebleau-Nemours",1105,6.9,11.5,15.7,75,"134,4",12.7,12.8,2590,"Intermédiaire","Île-de-France","Île-de-France","Île-de-France",7.81478440822013,2476.95288476422,0.0446287464734504,4.56395904545213,113.047115235784
"Lamballe-Armor",48.4684404751,-2.49534815954,53,"Lamballe-Armor",5307,4.7,11.6,10.1,77.3,"61,3",4.5,10,2280,"Faible","Bretagne","Bretagne","Bretagne",7.712990854335,2237.2234714554,0.0189398676134793,1.91203646351763,42.7765285446021
"Les Herbiers-Montaigu",46.8666125813,-1.02216086186,NA,"Les Herbiers-Montaigu",5213,3.7,12.5,10.5,81.1,"97,8",6.1,7.2,2335,"Intermédiaire","Pays de la Loire","Pays de la Loire","Autres régions",7.75659904701447,2336.94324074478,-0.000831876911475275,-0.08315309978012,-1.94324074478118
"Martigues-Salon",43.3798920489,5.04945402314,NA,"Martigues-Salon",9313,8.4,12.4,14.4,75.5,"326,2",20.4,15,2669,"Forte","Provence-Alpes-Côte d'Azur","Provence-Alpes-Côte d'Azur","Autres régions",7.80830216913061,2460.94861175456,0.0811569802739153,8.45411347688028,208.05138824544
"Pontivy-Loudéac",48.0729953877,-2.97046592885,NA,"Pontivy-Loudéac",5312,5.5,11.4,9,76,"61,9",5.4,12,2271,"Faible","Bretagne","Bretagne","Bretagne",7.69522804782915,2197.83496467465,0.0327474942764047,3.32895947608991,73.165035325354
"Roubaix-Tourcoing",50.6879774811,3.18258434623,NA,"Roubaix-Tourcoing",3218,11.9,10.8,18.8,71.2,"2457,8",25.5,24.3,2471,"Forte","Hauts-de-France","Hauts-de-France","Autres régions",7.83241021530274,2520.99820533809,-0.0200320093141271,-1.9832701678335,-49.9982053380882
"Tarbes-Lourdes",43.2347859635,0.0660093937851,NA,"Tarbes-Lourdes",7624,7.6,11.1,11.8,73.4,"51",9.7,16,2216,"Faible","Occitanie","Occitanie","Occitanie",7.72253241678533,2258.67224359609,-0.0190733689181576,-1.88926231847378,-42.6722435960874
"Vernon-Gisors",44.506232057,4.2261837868,NA,"Vernon-Gisors",2817,7.5,10.6,14.7,76.4,"111,8",15.4,12.9,2497,"Intermédiaire","Normandie","Normandie","Autres régions",7.81955655156248,2488.80150816113,0.00328873871728859,0.329415255173493,8.19849183887072
"Versailles-Saint-Quentin",48.8025669671,2.11789297191,NA,"Versailles-Saint-Quentin",1115,5.5,13.1,36.9,77.6,"773,6",18.9,8.9,3473,"Forte","Île-de-France","Île-de-France","Île-de-France",8.18135661053435,3573.69949218304,-0.0285825577902815,-2.81779406475843,-100.699492183036
"Vienne-Annonay",45.520578372,4.88135156154,NA,"Vienne-Annonay",8433,7.1,12.1,12,76.4,"138,7",12,13.6,2422,"Intermédiaire","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.77373916033277,2377.34396007953,0.0186097637802605,1.87840046162184,44.6560399204727
"Yvetot-Vallée du Commerce",49.6175135557,0.761699633531,NA,"Yvetot-Vallée du Commerce",2819,6.4,10.8,11,76.1,"127,3",16.7,11.7,2588,"Intermédiaire","Normandie","Normandie","Autres régions",7.77202031485485,2373.26118300093,0.0866203407659336,9.04825893320071,214.738816999067
"Charolais",46.626414,2.8569885,NA,"Charolais",2708,5.3,9.3,8.3,75.5,"33,6",8,13.1,2270,"Très faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.71324146031996,2237.78420330548,0.0142936501554814,1.43962928359815,32.2157966945192
"Creusot-Montceau",46.80685,4.426423,NA,"Creusot-Montceau",2710,8.5,9.4,12,72.8,"83,1",19.9,14.3,2416,"Faible","Bourgogne-Franche-Comté","Bourgogne-Franche-Comté","Autres régions",7.77134509813155,2371.65925824546,0.0185234609231505,1.86960844397774,44.3407417545372
"La Maurienne",45.27137,6.345537,NA,"La Maurienne",8411,4.1,11.9,10.4,79.2,"20,2",10.4,11.4,2520,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.74313275614634,2305.68422718397,0.0888814243591287,9.29510512711373,214.31577281603
"La Plaine du Forez",45.68333,4.16667,NA,"La Plaine du Forez",8412,5.3,11.1,9.8,77.8,"68",6.5,11.2,2278,"Faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.73382786769898,2284.32959795173,-0.00277472369185749,-0.277087770407813,-6.32959795173019
"La Tarentaise",45.366669,4.5,NA,"La Tarentaise",8413,4.8,12.2,10,79.6,"47",15.7,12.8,2436,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.75455990344651,2332.18273329536,0.043552725383273,4.45150653173487,103.817266704636
"La Vallée de l'Arve",46.066669,6.6,NA,"La Vallée de l'Arve",8414,6.1,12.1,13.3,80.7,"119,3",13.2,10.5,2663,"Intermédiaire","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.82876155398423,2511.81669699533,0.0584470318296983,6.01888279449363,151.18330300467
"Le Chablais",46.26318,6.360898,NA,"Le Chablais",8415,6,12.8,11.9,81.6,"158,4",12,10.2,2422,"Intermédiaire","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.81246428282768,2471.21270502369,-0.0201153587146426,-1.99143946304783,-49.2127050236936
"Le Genevois Français",46.144516,6.081338,NA,"Le Genevois Français",8416,6.3,11.9,14.3,81.1,"246,7",12.9,11.3,2438,"Forte","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.83818417451104,2535.59645041866,-0.0392508644698289,-3.84905296749994,-97.5964504186627
"Le Livradois",45.48333,3.73333,NA,"Le Livradois",8417,7.7,9.9,9.7,74.6,"37,6",5.2,16.5,2275,"Très faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.6894229213046,2185.11321603123,0.0403124100804468,4.11359847669717,89.8867839687691
"Le Mont Blanc",43.37077,3.357551,NA,"Le Mont Blanc",8418,3.5,12.4,13,82.5,"85,8",9.8,10.7,2477,"Faible","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes","Auvergne-Rhône-Alpes",7.81774116150327,2484.28746126152,-0.00293773201391207,-0.293342110168515,-7.28746126151646
"Marne-la-Vallée",46.85315,-0.01778887,NA,"Marne-la-Vallée",1106,6.5,14,20.1,78.3,"685,1",16.9,11.8,2592,"Forte","Île-de-France","Île-de-France","Île-de-France",7.90861235966229,2720.61261399037,-0.0484273021901252,-4.72734020745897,-128.612613990367
"Roissy",49.0066,2.514177,NA,"Roissy",1112,9.2,10.4,17.4,73,"1552,1",25.7,22.9,2808,"Forte","Île-de-France","Île-de-France","Île-de-France",7.85816118112995,2586.75941745532,0.0820665840157448,8.55280862424839,221.240582544676
"Seine-Yvelinoise",48.7615301,1.2772949,NA,"Seine-Yvelinoise",1114,7.6,11.9,23.9,77,"929,2",20.5,12.5,3139,"Forte","Île-de-France","Île-de-France","Île-de-France",7.97601838072324,2910.32017743565,0.0756411761187087,7.85754860710377,228.679822564355
